BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
3165078,10087280417,accd,nacd,CD 782.42166 L9711C,01-02-2017 11:10
3206627,10087022280,acdvd,nadvd,DVD CENTRAL,01-02-2017 11:10
2479599,10086056859,jcbk,cccomic,J741.5973 H73B08 2007,01-02-2017 11:10
3011442,10082563510,acdvd,cadvdnf,DVD 981 B7399 2014,01-02-2017 11:10
3206629,10086983847,acdvd,nadvd,DVD EQUALS,01-02-2017 11:10
2263157,10067128099,acdvd,cadvdnf,DVD 952.025 J2711 2004,01-02-2017 11:10
3171209,10087265707,jcbk,cccomic,J741.5973 H73B20 2016,01-02-2017 11:10
2458238,10085844347,jcbk,cccomic,J741.5973 H73B07 2007,01-02-2017 11:10
2507523,10086210258,jcbk,cccomic,J741.5973 H73B09 2008,01-02-2017 11:10
3118759,10085690013,accd,cacd,CD 782.42166 T151C,01-02-2017 11:10
3167804,10088680516,acdvd,nadvd,DVD POWER Season 1,01-02-2017 11:10
2654069,10082620880,accd,nabocd,CD FIC ADAMS,01-02-2017 11:10
2705466,10087438221,jcbk,cccomic,J741.5973 H73B14 2011,01-02-2017 11:10
2981064,10081222951,accd,nacd,CD 782.42166 B3881M,01-02-2017 11:10
2850058,10077921079,accd,cacd,CD 782.42166 T151L,01-02-2017 11:10
3011292,10082759050,acbk,nanf,332.6 Sw34R 2014,01-02-2017 11:10
2324174,10054002950,acbk,casf,SCI-FIC NORTON 2005,01-02-2017 11:11
2675584,10054494132,acbk,nyfic,YA CONDIE,01-02-2017 11:11
2989314,10082751628,acbk,nanf,641.5638 B3264P 2014,01-02-2017 11:11
2808457,10076737484,jcbk,ncnf,J599.32 B399R 2013,01-02-2017 11:11
2718606,10088518542,jcbk,cccomic,J741.5973 K533A04 2011,01-02-2017 11:11
2314163,10075149319,jcbk,ncef,J/E AVERILL,01-02-2017 11:11
2354075,10082972901,acbk,canf,612.82 R1407P 1999,01-02-2017 11:11
2123302,10067576941,acdvd,nadvd,DVD SAY ANY,01-02-2017 11:11
2537146,10073678350,jcbk,cccomic,J741.5973 H73B10 2009,01-02-2017 11:11
3180774,10089266760,acbk,nafic,FIC SEMPLE 2016,01-02-2017 11:11
2850722,10077324878,accd,cacd,CD 782.42166 Z181M,01-02-2017 11:11
3165017,10087288550,acbk,canf,741.6023 J252B 2013,01-02-2017 11:11
2844615,10077297504,jcbk,cccomic,J741.5973 K533A05 2012,01-02-2017 11:11
2774692,10077196797,acbk,nafic,FIC STEEL 2012,01-02-2017 11:11
2633074,10067555457,acdvd,cadvdnf,DVD 759.9492 V59V 2008,01-02-2017 11:11
2660076,10071234727,acbk,canf,745.4 D4603 2008,01-02-2017 11:11
3178519,10087848494,acbk,nanf,153.35 Ec572Y 2016,01-02-2017 11:11
2375900,10076631497,jcbk,cccomic,J741.5973 H73Br 2006,01-02-2017 11:11
2158651,10066664953,acdvd,nadvd,DVD MY BIG,01-02-2017 11:11
2431127,10086476347,jcbk,cccomic,J741.5973 H73B06 2007,01-02-2017 11:11
3167865,10088300578,acbk,nafic,FIC HILL 2016,01-02-2017 11:11
3013333,10082518613,acbk,canf,741.6023 F6288S 2014,01-02-2017 11:11
3069824,10086165510,acbk,nafic,FIC STEEL 2015,01-02-2017 11:11
3030137,10083334283,acdvd,nadvd,DVD TWILIGH Season 3,01-02-2017 11:11
2731630,10067223445,acdvd,nadvdnf,DVD 338.47686 H1809T 2010,01-02-2017 11:11
2821770,10076067510,jcbk,ncrdr,ER EMBERLE,01-02-2017 11:11
2970819,10081901968,acdvd,nadvdnf,DVD 971.95004 P3903 2014,01-02-2017 11:11
3174999,10087721410,acbk,nanew,618.92858 Sch961A 2016,01-02-2017 11:11
3170242,10087098967,jcdvd,ccdvd,DVD J ELOISE,01-02-2017 11:11
2355537,10059334960,acdvd,nadvd,DVD LAST HO,01-02-2017 11:11
3217781,10087950068,acbk,nanf,818.603 W4313W 2016,01-02-2017 11:11
57806,10064094179,jcbk,ncrdr,ER LOBEL,01-02-2017 11:11
2351253,10078134631,jcbk,cccomic,J741.5973 H73Bb 2006,01-02-2017 11:11
2323710,10074601963,jcbk,cccomic,J741.5973 H73Bq 2005,01-02-2017 11:11
2286758,10070688212,acdvd,nadvd,DVD TWILIGH Season 1,01-02-2017 11:11
3210978,10088866057,acbk,nanf,598.09797 P2856B 2016,01-02-2017 11:11
3111153,10086225595,acdvd,nadvd,DVD LEAVE I Season 1,01-02-2017 11:11
2473904,10085251576,jcbk,cccomic,J741.5973 K533A01 2008,01-02-2017 11:11
3060437,10084424893,acdvd,nadvdnf,DVD 745.4092 V684D 2014,01-02-2017 11:11
3138660,10089061666,jcbk,cccomic,J741.5973 K533A07 2016,01-02-2017 11:11
3018319,10083890748,jcbk,ncrdr,ER RYLANT,01-02-2017 11:11
2936415,10080906067,acbk,nanf,745.61 G5437M 2013,01-02-2017 11:11
2597379,10070017438,acbk,canf,327.17209 Ad72P 2009,01-02-2017 11:11
2587264,10087438411,jcbk,cccomic,J741.5973 H73B11 2009,01-02-2017 11:11
3009089,10085009537,jcbk,cccomic,J741.5973 K533A06 2014,01-02-2017 11:11
2900956,10080136822,acbk,nanf,641.56383 R6162P 2013,01-02-2017 11:11
3078502,10086027942,acbk,nanf,745.2 W6597G 2013,01-02-2017 11:12
2877517,10079093984,jcbk,ncnf,J937.6 R7208C 2013,01-02-2017 11:12
3215369,10086879680,acbk,nanew,FIC GERVAIS 2016,01-02-2017 11:12
2698544,10076352102,acbk,canf,664.5 P31E 2010,01-02-2017 11:12
3140417,10087765524,jcbk,ncrdr,ER BOND,01-02-2017 11:12
2663705,10077495710,jcbk,ncrdr,ER HILL,01-02-2017 11:12
1804081,10034141399,acbk,canf,704.042 BORZELL 1998,01-02-2017 11:12
2468684,10060185773,acbk,cynf,YA 770 K125P 2007,01-02-2017 11:12
2473786,10082202069,acdvd,calndvd,GERMAN DVD BERLIN,01-02-2017 11:12
2670966,10071541451,acbk,nanf,741.6 C849S 2010,01-02-2017 11:12
2441433,10087708573,acbk,cafic,FIC ALLENDE 2005,01-02-2017 11:12
2458135,10057596560,jcbk,ncnf,J931 Sh94A 2007,01-02-2017 11:12
3181929,10088734271,acbk,nanew,MYSTERY HAMBLY 2016,01-02-2017 11:12
2982534,10084110716,jcbk,ncpic,E SANTAT,01-02-2017 11:12
2740329,10074659748,jcbk,ncpic,E ROSS,01-02-2017 11:12
3184166,10088128201,acbk,nanew,FIC HOFFMAN 2016,01-02-2017 11:12
3104352,10085339934,acbk,cynf,YA 338.47746 Sp45T 2014,01-02-2017 11:12
2882038,10079200472,jcbk,ncpic,E PARKER,01-02-2017 11:12
3219718,10086878047,jcbk,ccpic,E AHN,01-02-2017 11:12
3202760,10088060743,jcbk,ccnf,J624.192 R63C 2016,01-02-2017 11:12
2969136,10081322751,acbk,canf,658.404 G833H 2014,01-02-2017 11:12
1951046,10037026605,acbk,canf,306.81097 B28W 2000,01-02-2017 11:12
2984910,10081414145,acbk,nanf,746.92 Ea31W 2014,01-02-2017 11:12
3162865,10089213689,jcbk,ncrdr,ER MARCH,01-02-2017 11:12
3215467,10088804694,jcbk,ccpic,E HOEFLER,01-02-2017 11:12
3032303,10084550549,jcbk,ncrdr,ER MARCH,01-02-2017 11:12
2903092,10079359070,jcbk,ncnf,J930 F9595A 2013,01-02-2017 11:12
2523002,10063979503,jcbk,ncrdr,ER HOWE,01-02-2017 11:12
3202197,10087038591,jcbk,ncnew,E PAK,01-02-2017 11:13
2733389,10073569278,acbk,nafic,FIC WRIGHT 2011,01-02-2017 11:13
2582481,10070043293,jcbk,ncnf,J931 St324C 2009,01-02-2017 11:13
2733956,10073771213,jcbk,ncpic,E REGAN,01-02-2017 11:13
2653780,10071205420,jcbk,ncpic,E GEISERT,01-02-2017 11:13
3104221,10085916988,jcbk,ncpic,E PEARLE,01-02-2017 11:13
3091553,10086302626,acbk,nanf,914.91204 B1602i 2015,01-02-2017 11:13
3091774,10085486065,jcbk,ncpic,E KEMP,01-02-2017 11:13
3051180,10084274108,acbk,nanf,641.563 B113A 2014,01-02-2017 11:13
3190910,10088853451,acbk,nafic,FIC MCEWAN 2016,01-02-2017 11:13
3077827,10085470044,jcbk,naover,J TELLEGE,01-02-2017 11:13
2773154,10075172865,jcbk,ncpic,E HOBAN,01-02-2017 11:13
3104226,10085560919,jcbk,ncspec,E HILLS,01-02-2017 11:13
2947371,10082173575,jcbk,ncpic,E DEAN,01-02-2017 11:13
3181966,10088137541,acbk,nafic,FIC BENNETT 2016,01-02-2017 11:13
479636,10006899701,acbk,cs7,510 T553S,01-02-2017 11:13
3193520,10087549290,acbk,nafic,FIC HOFFMAN 2016,01-02-2017 11:13
2844818,10077305729,acbk,cafic,FIC HOEG 2012,01-02-2017 11:13
3111687,10085979218,acmus,nanf,MUS 786.2166 L5236B,01-02-2017 11:13
2682363,10071282320,acdvd,nadvdnf,DVD 941.1 H62981 2010,01-02-2017 11:13
3215451,10086817805,jcbk,ncnew,E SHEA,01-02-2017 11:13
2737783,10073391590,jcbk,ncpic,E JUSTER,01-02-2017 11:13
2123856,10087163738,jcbk,ncpic,E CRONIN,01-02-2017 11:13
3057410,10084036838,accd,nacd,CD 782.42166 Sp312E,01-02-2017 11:13
2821750,10076706059,jcbk,ncpic,E FREEMAN,01-02-2017 11:13
3207277,10088174551,jcbk,ncpic,E SHANNON,01-02-2017 11:13
506541,10083060714,jcbk,ncpic,E KELLOGG,01-02-2017 11:13
2954604,10080938466,jcbk,nccomic,J741.59489 J2679Ms 2013,01-02-2017 11:13
3130322,10056013757,jcbk,ncpic,E HAERING,01-02-2017 11:13
2916587,10059294511,acbk,casf,SCI-FIC LYNCH 2008,01-02-2017 11:13
3211294,10088272785,accd,cacd,CD 782.42166 W5841A,01-02-2017 11:13
153057,102126554,acbk,cs7,510.7 T553oh,01-02-2017 11:13
3097541,10085311537,jcbk,ncpic,E IDLE,01-02-2017 11:13
3181894,10088245013,acbk,camys,MYSTERY HARRIS 2016,01-02-2017 11:13
589325,10050413045,jcbk,ncspec,E LOBEL,01-02-2017 11:13
3177599,10088447882,jcbk,ncpic,E PARR,01-02-2017 11:13
3202654,10086889572,acbk,nanf,338.09252 B6437i 2016,01-02-2017 11:13
2882035,10079932694,jcbk,ncpic,E IDLE,01-02-2017 11:13
2534296,10064418048,acbk,nanf,338.47687 T483W 2009,01-02-2017 11:13
3196294,10087409966,acbk,nanf,320.52097 H657S 2016,01-02-2017 11:13
362314,10084369387,jcbk,ncpic,E SEUSS,01-02-2017 11:13
3042101,10083652593,jcbk,ncpic,E DALY,01-02-2017 11:13
3218020,10087406921,jcbk,ncnew,E RUDGE,01-02-2017 11:13
3153710,10087148762,acbk,nanf,302.3 J9549T 2016,01-02-2017 11:13
1618506,10028654712,acbk,cs7,510 CLAWSON 1991,01-02-2017 11:13
3122746,10052415345,jcbk,nccomic,J741.5944 P733D03 2015,01-02-2017 11:13
2947367,10082172692,jcbk,ncpic,E BYNUM,01-02-2017 11:14
3219216,10090162446,jcbk,ncef,J/E KIRBY,01-02-2017 11:14
2399482,10080136509,jcbk,ncpic,E BROWN,01-02-2017 11:14
2561181,10069854429,acbk,canf,741.6068 H873S 2009,01-02-2017 11:14
2943653,10086985362,jcbk,ncpic,E COTTER,01-02-2017 11:14
3101650,10085917085,jcbk,ncenf,J595.44 B2853i 2015,01-02-2017 11:14
2511739,10088653455,jcdvd,ncdvd,DVD J MUPPET,01-02-2017 11:14
2550250,10059345982,jcbk,ncrdr,ER WILLEMS,01-02-2017 11:14
138865,10085894862,jcbk,nchol,J BUNTING,01-02-2017 11:14
3091793,10086297263,jcbk,ncpic,E HORACEK,01-02-2017 11:14
2180231,10087108568,jcbk,ncpic,E KELLER,01-02-2017 11:14
1760746,10081972241,jcbk,ncpic,E BURTON,01-02-2017 11:14
2473561,10060418117,jcbk,ncnf,J629.2218 R4496A 2008,01-02-2017 11:14
770803,10073614116,jcbk,ncpic,E BURTON,01-02-2017 11:14
3166122,10087802269,acdvd,nadvd,DVD RIZZOLI Season 6,01-02-2017 11:14
2743236,10074660225,acbk,nanf,741.6 G7679 2011,01-02-2017 11:14
3128442,10086558508,acbk,nacomic,741.5971 L728H 2015,01-02-2017 11:14
1696062,10032317892,acbk,canf,741.60952 FRASER 1996,01-02-2017 11:14
3077152,10084269132,jcbk,ncfic,J TURNER,01-02-2017 11:14
3093618,10087292875,jcbk,nccomic,J741.5973 H134Nu 2015,01-02-2017 11:14
2805221,10067322221,acdvd,nadvd,GERMAN DVD GOETHE,01-02-2017 11:14
2963332,10081655101,acdvd,nadvd,DVD DOWNTON Season 4,01-02-2017 11:14
3077293,10085812062,acdvd,nadvd,DVD INTERST,01-02-2017 11:14
2622208,10069652096,acbk,nanf,741.5955 B2918N 2009,01-02-2017 11:14
3086766,10085630233,acbk,nanf,658.11 Em34B 2015,01-02-2017 11:14
2586766,10069061751,jcbk,ncpic,E CLEMINS,01-02-2017 11:14
3091588,10086161774,jcbk,ncfic,J COLLODI,01-02-2017 11:14
2312560,10088604540,jcdvd,ncdvd,DVD J MUPPET,01-02-2017 11:14
2774013,10067189158,acdvd,calndvd,RUSSIAN DVD NEOTPRA,01-02-2017 11:14
2286755,10076980381,acdvd,nadvd,DVD TOMBSTO,01-02-2017 11:14
3120506,10059113778,acbk,nanf,338.47746 L388F 2015,01-02-2017 11:14
2646231,10070707970,acbk,nynf,YA 741.6 K125G 2009,01-02-2017 11:14
120993,10080819534,jcbk,ncpic,E BRIGGS,01-02-2017 11:14
2859359,10077883907,acbk,canf,741.60237 H3678B 2010,01-02-2017 11:14
3153956,10086677571,jcbk,nccomic,J741.5973 D2943G26 2013,01-02-2017 11:14
3134531,10054502447,acdvd,nadvd,DVD QUICK A,01-02-2017 11:14
3130213,10059259118,acbk,nanf,158.1 B5392D 2015,01-02-2017 11:14
2504838,10061853585,jcbk,ncpic,E CARLSON,01-02-2017 11:14
3084250,10086480513,acbk,nanf,302.23 H3678i 2014,01-02-2017 11:15
3220504,10087447776,jcdvd,ncdvd,DVD J PETES D,01-02-2017 11:15
2620092,10070394597,jcbk,ncpic,E SNELL,01-02-2017 11:15
2938605,10080076747,acdvd,cadvd,DVD CHINA S,01-02-2017 11:15
2178091,10088757082,acdvd,cadvd,DVD COURAGE,01-02-2017 11:15
2820938,10076776953,acbk,najob,378.17028 C8299S 2012,01-02-2017 11:15
1776039,10080456667,jcbk,ncpic,E CLEMENT,01-02-2017 11:15
3226865,10089630163,jcbk,ncnew,J612.84 B5419S 2016,01-02-2017 11:15
2590130,10083262823,acdvd,cadvd,DVD ENEMY B,01-02-2017 11:15
2592082,10067484948,accd,cacd,CD 789.30951 M31E,01-02-2017 11:15
2758304,10075194612,jcbk,ncnf,J709.2 P581W 2012,01-02-2017 11:15
3208117,10086857579,jcbk,ncnew,J745.54 H3268F 2016,01-02-2017 11:15
3166300,10087508098,jcbk,ncnf,J641.8654 Sh133W 2016,01-02-2017 11:15
2624451,10069658374,acbk,nanf,741.2 Ai58E 2009,01-02-2017 11:15
3183281,10088440622,acdvd,cadvd,DVD HOUSE O Season 4,01-02-2017 11:15
3131965,10059047158,jcbk,nchol,E BROCKET,01-02-2017 11:15
3136151,10086647657,acdvd,cadvd,DVD MISSION,01-02-2017 11:15
2692906,10073088592,jcbk,ncpic,E SLATER,01-02-2017 11:15
3117499,10059210228,acbk,canf,740 Sa146A 2015,01-02-2017 11:15
2741045,10073551128,acbk,nanf,741.60922 H3678G 2010,01-02-2017 11:15
3215748,10087894126,jcbk,ncnf,J741.59 L1496C 2016,01-02-2017 11:15
3144715,10089132756,acdvd,cadvd,DVD EVEREST,01-02-2017 11:15
3183252,10088759955,jcbk,ncnew,J688.72 R7461L 2015,01-02-2017 11:15
3181755,10087157417,acdvd,cadvd,DVD ALLEGIA,01-02-2017 11:15
3131821,10056056707,acbk,nanf,741.674 L9741H 2015,01-02-2017 11:15
3056799,10084256535,acdvd,cadvd,DVD COHEREN,01-02-2017 11:15
3104146,10085375441,accd,cacd,CD 782.42166 Sq23D,01-02-2017 11:16
2716206,10068213379,accd,cacd,CD 782.42166 C1751i,01-02-2017 11:16
3057537,10087895040,jcbk,ncpic,J398.2 R983W 2015,01-02-2017 11:16
2800124,10076228997,acbk,canf,338.47746 C615o 2012,01-02-2017 11:16
3082728,10086467270,accd,cacd,CD 782.42166 Ap31C,01-02-2017 11:16
3135994,10086560934,jcbk,ncpic,E MAYHEW,01-02-2017 11:16
3173040,10088616023,accd,cacd,CD 782.42166 So589S,01-02-2017 11:16
3213543,10088252613,jcbk,ncpic,E MURRAY,01-02-2017 11:16
2168444,10068466720,accd,cacd,CD 782.42166 So589W,01-02-2017 11:16
1975523,10084093409,accd,cacd,CD 782.42166 Ap31S,01-02-2017 11:16
3024874,10084002020,acbk,nanf,501.9 Oa47M 2014,01-02-2017 11:16
2335355,10085536562,accd,cacd,CD 782.42166 Sy872H,01-02-2017 11:16
3030517,10082544445,accd,cacd,CD 782.42166 Sq23M,01-02-2017 11:16
2816364,10076138428,acbk,nanf,741.60905 G7679 2011,01-02-2017 11:16
2128450,10088407274,accd,cacd,CD 782.42166 So589M,01-02-2017 11:16
2739698,10066562082,accd,cacd,CD 782.42166 St1099S,01-02-2017 11:16
2730785,10073785494,acbk,naover,741.60973 M5293 2011,01-02-2017 11:16
2900078,10079167598,jcbk,ncpic,E WOOD,01-02-2017 11:17
3122926,10059283373,jcbk,ncpic,E ESBAUM,01-02-2017 11:17
3148620,10088048268,acbk,nanf,577 C2368B 2016,01-02-2017 11:17
2640901,10070289532,jcbk,ncpic,E DODD,01-02-2017 11:17
2196847,10085418399,jcbk,ncpic,E MARTIN,01-02-2017 11:17
3019498,10083946722,acdvd,nadvd,DVD FACE OF,01-02-2017 11:17
2730714,10073788415,jcbk,ncpic,E INTRIAG,01-02-2017 11:17
3138993,10089092315,jcbk,ncpic,E WALTON,01-02-2017 11:17
2769723,10075321934,acbk,cafic,FIC OLAFUR 2012,01-02-2017 11:17
2309399,10086125175,jcbk,ncpic,E YOLEN,01-02-2017 11:17
3172276,10088950869,acbk,casf,SCI-FIC ANDERSO 2016,01-02-2017 11:17
1819276,10073312208,jcbk,ncpic,E SEUSS,01-02-2017 11:17
2085949,10072251241,jcbk,ncfic,J HOBAN,01-02-2017 11:17
3202198,10087763321,jcbk,ncpic,E WELLS,01-02-2017 11:17
1288104,10051898913,jcbk,ncpic,E FLEMING1992,01-02-2017 11:17
3115948,10085130903,acdvd,nadvd,DVD BOULEVA,01-02-2017 11:17
3190938,10087475033,jcbk,ncpic,E JAMES,01-02-2017 11:17
2627199,10069751112,jcbk,ncpic,E EDWARDS,01-02-2017 11:17
2973440,10081899956,acdvd,cadvdnf,DVD 781.66092 T9186 2014,01-02-2017 11:18
3171900,10087882915,acbk,nanf,241.68 B3886M 2016,01-02-2017 11:18
783728,10085958717,jcbk,ncpic,E REY,01-02-2017 11:18
3214273,10087941877,acdvd,cadvd,DVD DAY OF,01-02-2017 11:18
3170574,10088387948,jcbk,ncln,SPANISH E YOON,01-02-2017 11:18
2831461,10076736338,jcbk,ncpic,E TARPLEY,01-02-2017 11:18
3144854,10059242429,acdvd,cadvdnf,DVD 781.66092 W725A 2015,01-02-2017 11:18
3223559,10089636327,acdvd,cadvd,DVD SULLY,01-02-2017 11:18
3138989,10089157753,jcbk,ncpic,E ASHMAN,01-02-2017 11:18
3111205,10088139034,jccd,nckit,CDJ R3948A,01-02-2017 11:18
3223520,10089992274,acdvd,nadvd,DVD GOAT,01-02-2017 11:18
3162204,10087326350,jcbk,ncpic,E FLIESS,01-02-2017 11:18
3091776,10085343068,jcbk,ncpic,E SHAW,01-02-2017 11:18
3173279,10088608087,acdvd,cadvdnf,DVD 796.83092 H7479C 2016,01-02-2017 11:18
3197590,10088032619,acbk,nanf,618.6 Ou1F 2016,01-02-2017 11:18
3227253,10087445796,acbk,nafic,FIC COELHO 2016,01-02-2017 11:18
3035544,10083571835,jcbk,ncpic,E TRASLER,01-02-2017 11:18
3160375,10087330642,acdvd,cadvd,DVD SPOTLIG,01-02-2017 11:18
3204915,10087731674,jcbk,ncpic,E BALET,01-02-2017 11:18
3060562,10085025848,jcbk,ncpic,E PARENTE,01-02-2017 11:18
3124890,10085126083,jcbk,ncpic,E SAVAGE,01-02-2017 11:18
3104746,10085323169,acdvd,nadvdnf,DVD 791.43023 W459M 2015,01-02-2017 11:18
3130396,10059082692,jcbk,ncpic,E BENTLEY,01-02-2017 11:18
2793734,10076295442,jcbk,ncpic,E FLORENC,01-02-2017 11:18
3222777,10086874731,acbk,nanf,664.024 F323F 2015,01-02-2017 11:18
3120629,10086239828,jcbk,ncpic,E SRINIVA,01-02-2017 11:18
3010561,10082638643,acdvd,nadvd,DVD DOUBLE,01-02-2017 11:18
3190951,10086987533,jcbk,ncpic,E SULLIVA,01-02-2017 11:18
3037267,10083560986,acdvd,cadvd,DVD SECRET Season 1,01-02-2017 11:18
3091766,10086354197,jcbk,ncpic,E OHI,01-02-2017 11:18
2182446,10088373492,acdvd,cadvd,DVD SKINWAL,01-02-2017 11:18
2903214,10080219818,acbk,nynf,YA 940.53177 G922L 2010,01-02-2017 11:19
3631,100066158,acbk,canf,784.4 H874Ssa,01-02-2017 11:19
2715175,10066937102,acdvd,cadvd,DVD CURSE O,01-02-2017 11:19
3223559,10089637226,acdvd,nadvd,DVD SULLY,01-02-2017 11:19
3227137,10089410194,accd,cacdnf,CD 940.54597 H7845F 2016,01-02-2017 11:19
3177740,10088911192,acbk,canew,FIC REES 2016,01-02-2017 11:19
2568059,10062872535,jcbk,ncenf,J745.5 AL792W 2009,01-02-2017 11:19
3181755,10087157938,acdvd,nadvd,DVD ALLEGIA,01-02-2017 11:19
3124989,10059360775,acbk,nyfic,YA MEYER,01-02-2017 11:19
300201,104572417,acbk,canf,811.08 R421B,01-02-2017 11:19
2740006,10073386822,acbk,nanf,974.71 Sch767S 2011,01-02-2017 11:19
3216974,10087573670,acdvd,nadvd,DVD SEA OF,01-02-2017 11:19
3208515,10088267165,acdvd,nadvd,DVD WIENER-,01-02-2017 11:19
3156426,10089098817,acbk,nynew,YA MEYER,01-02-2017 11:19
3062044,10089090756,acbk,nafic,FIC SZABO 2015,01-02-2017 11:19
3214271,10088353270,acdvd,nadvd,DVD CAFE SO,01-02-2017 11:19
3051382,10083981596,acbk,nyfic,YA MEYER,01-02-2017 11:19
3030520,10086758512,aceq,nanf,SPL Hotspot,01-02-2017 11:19
3136006,10059219278,jcbk,ncpic,E FOX,01-02-2017 11:19
3214178,10088145536,accd,nacdnf,CD 942 T593E 2016,01-02-2017 11:19
3091782,10086256772,jcbk,ncpic,E JUDGE,01-02-2017 11:19
3195106,10087152186,jcbk,ncpic,E HITES,01-02-2017 11:19
3208509,10087926373,acdvd,cadvd,DVD PREACHE Season 1,01-02-2017 11:20
2435979,10074973438,acbk,nanf,658.022 B2311S 2007,01-02-2017 11:20
2960643,10081319930,acbk,canf,658.11 P1826E 2014,01-02-2017 11:20
3204964,10088893374,acdvd,cadvd,DVD MEDDLER,01-02-2017 11:20
2875502,10078333449,acbk,canf,658.11 M4747E 2013,01-02-2017 11:20
2875832,10077415619,acbk,namys,MYSTERY GRIFFIT 2013,01-02-2017 11:20
2493687,10061657952,acbk,canf,658.11 B2771W 2008,01-02-2017 11:20
2521295,10064617243,acbk,canf,658.11 B37C 2008,01-02-2017 11:20
3223529,10086882221,acdvd,nadvd,DVD LEN AND,01-02-2017 11:20
2636487,10070089437,acbk,canf,658.022 G3134M 2010,01-02-2017 11:20
2665746,10072933814,acbk,canf,658.11 G3135H 2011,01-02-2017 11:20
3165436,10087648498,acbk,casf,SCI-FIC TAYLOR 2016,01-02-2017 11:20
3221903,10089365836,acbk,nanf,346.73066 M3123L 2017,01-02-2017 11:20
3062179,10085111994,acbk,nanf,909 H2125S 2015,01-02-2017 11:20
1897388,10035941797,acbk,cs7,658.40019 KRAUSE 1999,01-02-2017 11:21
3171910,10087609359,acbk,nacomic,741.5942 M7811P01 2016,01-02-2017 11:21
3145399,10086602454,acdvd,cadvd,DVD NEW JER,01-02-2017 11:21
3218924,10089654296,acbk,nanew,391.5 T175E 2016,01-02-2017 11:21
2732410,10073266826,acbk,nanf,973.84092 G18M 2011,01-02-2017 11:21
100961,10048825623,jcbk,ccpic,E BURTON,01-02-2017 11:21
1089875,10058867606,acfold,nafold,UNCAT,01-02-2017 11:21
2732410,10073266834,acbk,canf,973.84092 G18M 2011,01-02-2017 11:21
3193074,10088060347,acdvd,cadvd,DVD CONFIRM,01-02-2017 11:21
3177455,10088783120,acdvd,cadvd,DVD MY ALL,01-02-2017 11:21
3166125,10088669162,acdvd,cadvd,DVD ROOKIE Season 3,01-02-2017 11:21
2755427,10075133503,acdvd,nadvd,DVD GAME OF Season 1,01-02-2017 11:22
3211185,10088352298,acbk,nanf,791.43028 H3985H 2016,01-02-2017 11:22
3105315,10085319423,acbk,canf,916.87355 L623o 2015,01-02-2017 11:22
3118643,10085686557,acbk,nafic,FIC GRAHAM 2015,01-02-2017 11:22
2732410,10074603076,acbk,nanf,973.84092 G18M 2011,01-02-2017 11:22
3204765,10087501622,acbk,nanf,796.51097 W3881S 2016,01-02-2017 11:22
3190904,10087861984,acbk,nafic,FIC CASTLE 2016,01-02-2017 11:22
3217761,10088223150,jcdvd,ncdvd,DVD J BFG,01-02-2017 11:22
2917332,10080522153,acbk,cafic,FIC DUIKER 2013,01-02-2017 11:22
3141330,10087815899,acbk,nanf,355.0092 M4622E 2016,01-02-2017 11:22
3007030,10086820916,acbk,nafic,FIC BACKMAN 2014,01-02-2017 11:22
2355562,10088190961,acdvd,nadvd,DVD STARGAT Season 2,01-02-2017 11:22
2732410,10074603118,acbk,nanf,973.84092 G18M 2011,01-02-2017 11:22
2732410,10074603092,acbk,canf,973.84092 G18M 2011,01-02-2017 11:22
2646499,10070079701,acbk,cafic,FIC VANNIEK2010,01-02-2017 11:22
2541213,10086589214,acbk,nafic,FIC YATES 2008,01-02-2017 11:22
2867049,10079677836,jcbk,nccomic,J741.59493 P464S15 2013,01-02-2017 11:23
2145522,10046526835,jcbk,ccrdr,ER MILGRIM,01-02-2017 11:23
2979477,10082893131,acbk,nafic,FIC CAREY 2014,01-02-2017 11:23
3106865,10059151133,acbk,nanf,641.5956 Ot89N 2015,01-02-2017 11:23
2457346,10060070181,acdvd,nadvd,DVD LADY VA,01-02-2017 11:23
2633525,10070114722,accd,nacdnf,CD 812.54 G931Si 2000,01-02-2017 11:23
3176457,10088920029,acdvd,nadvd,DVD KNIGHT,01-02-2017 11:23
2723462,10074508002,acbk,cafic,FIC LODGE 2011,01-02-2017 11:23
2559378,10062752539,acdvd,nadvd,DVD BELIEVE,01-02-2017 11:23
3196241,10087697917,acbk,nafic,FIC FELLOWE 2016,01-02-2017 11:23
2706717,10072171159,acbk,cs1malp,973.92709 R228W 2011,01-02-2017 11:23
2751392,10081269499,acbk,nanf,812.54 B165o 2011,01-02-2017 11:23
2363860,10083888916,jcbk,ncpic,E ARDIZZO,01-02-2017 11:23
3165892,10087488655,acbk,nacomic,741.5973 H19112H 2016,01-02-2017 11:23
3027957,10083464361,acbk,nanf,641.555 B5488H 2014,01-02-2017 11:23
3024056,10082377028,acdvd,nadvd,DVD BATES M Season 2,01-02-2017 11:23
3214281,10087529375,acdvd,nadvd,DVD NERVE,01-02-2017 11:23
2921542,10087086889,jcbk,nccomic,J741.5973 C148Ko 2013,01-02-2017 11:23
2954405,10082275446,acbk,namys,MYSTERY WOODS 2014,01-02-2017 11:23
2626218,10084432367,jcdvd,ncdvd,DVD J PEANUTS,01-02-2017 11:23
